"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"114","청담수약국","서울특별시 강남구 청담동 45-4번지 ","서울특별시 강남구 학동로 423 (청담동)","20130626","운영중","","","","","0","","","","동물약국","548-8322","204122.39024000000  ","446549.86362100000  ","322000001120130023","정상"
"115","유니팜약국","서울특별시 강남구 청담동 87-8번지 ","서울특별시 강남구 도산대로 415 (청담동)","20130626","운영중","","","","","0","","","","동물약국","5468707","203617.26187400000  ","447144.06034600000  ","322000001120130024","정상"
"116","강남행복동물약국","서울특별시 강남구 도곡동 544번지 신호필딩 107호 ","","20130628","운영중","","","","","0","","","","동물약국","578-8791","203448.306446       ","443277.117782       ","322000001120130025","정상"
"117","종원약국","서울특별시 강남구 논현동 185번지 ","","20130709","운영중","","","","","0","","","","동물약국","5488969","202256.271425       ","444973.506883       ","322000001120130026","정상"
"118","봄약국","서울특별시 강남구 압구정동 454번지 신사시장 A동 109호 ","","20130621","운영중","","","","","0","","","","동물약국","5432251","202440.338882       ","447782.513227       ","322000001120130027","정상"
"119","세곡리엔약국","서울특별시 강남구 세곡동 세곡택지개발지구 근생2블록 2-1 2로트 1층 108호 ","","20130725","운영중","","","","","","","","","동물약국","445-8604","","","322000001120130030","정상"
"120","정성온누리약국","서울특별시 강남구 도곡동 942-2번지 1층 ","서울특별시 강남구 도곡로 120 (도곡동 세원빌딩)","20130801","운영중","","","","","0","","","","동물약국","554-6979","202966.82540200000  ","443376.06980200000  ","322000001120130033","정상"
"121","녹십자옵티마약국","서울특별시 강남구 개포동 1184번지 (포이동184) ","","20130801","운영중","","","","","","","","","동물약국","576-2720","204399.915          ","441390.9            ","322000001120130034","정상"
"122","연우약국","서울특별시 강남구 도곡동 540번지 삼호상가 102호 ","서울특별시 강남구 도곡로 242 102호 (도곡동 삼호상가)","20130809","운영중","","","","","","","","","동물약국","557-8672","204119.10695400000  ","443808.02229100000  ","322000001120130036","정상"
"123","미플러스약국","서울특별시 강남구 논현동 174-4번지 보람빌딩 지하1층 일부 ","","20130814","운영중","","","","","","","","","동물약국","517-2513","202675.776714       ","445261.663259       ","322000001120130038","정상"
"124","청담이화약국","서울특별시 강남구 삼성동 7-3번지 래미안삼성2차아파트 ","서울특별시 강남구 선릉로130길 20 상가동 2층 9호 (삼성동)","20130814","운영중","","","","","","","","","동물약국","545-2929","203891.07100200000  ","446354.39483200000  ","322000001120130039","정상"
"125","해오름약국","서울특별시 강남구 삼성동 49-7번지 49-7번지 1층 ","서울특별시 강남구 봉은사로73길 5 (삼성동)","20130924","운영중","","","","","","","","","동물약국","545-7617","204480.53349300000  ","445927.03067700000  ","322000001120130043","정상"
"126","신사프라자약국","서울특별시 강남구 신사동 513-1번지 ","서울특별시 강남구 도산대로 109 1층 101호 (신사동)","20130926","운영중","","","","","","","","","동물약국","514-3704","201812.38690000000  ","446376.28238500000  ","322000001120130044","정상"
"127","렉슬약국","서울특별시 강남구 도곡동 527-3번지 도곡렉슬상가 B103호 ","","20131015","운영중","","","","","","","","","동물약국","576-6441","204586.370039       ","443682.974096       ","322000001120130045","정상"
"128","테헤란건강약국","서울특별시 강남구 대치동 889-72번지 102호","서울특별시 강남구 선릉로86길 17 102호 (대치동)","20131119","운영중","","","","","","","","","동물약국","070-7755-1097","204515.33839700000  ","444901.23882100000  ","322000001120130047","정상"
"129","더블유스토어하이약국","서울특별시 강남구 역삼동 826-21번지 1층일부 ","서울특별시 강남구 강남대로 364 (역삼동 1층일부)","20140404","운영중","","","","","","","","","동물약국","7077988275","202597.18281400000  ","444013.62149900000  ","322000001120140001","정상"
"130","메디팜압구정약국","서울특별시 강남구 신사동 597-4번지 ","서울특별시 강남구 논현로160길 13 1층 101호 (신사동)","20140519","운영중","","","","","","","","","동물약국","02-547-7585","202572.89790800000  ","447030.74717500000  ","322000001120140004","정상"
"131","역삼동물약국","서울특별시 강남구 역삼동 682-16번지 ","서울특별시 강남구 선릉로107길 4 1층 (역삼동)","20140820","운영중","","","","","0","","","","동물약국","","203873.17411600000  ","445528.66130700000  ","322000001120140007","정상"
"132","압구정약국","서울특별시 강남구 신사동 664-6번지 ","서울특별시 강남구 선릉로 845 1층 4호 (신사동)","20141017","운영중","","","","","0","","","","동물약국","543-0701","203565.17686100000  ","447567.14133500000  ","322000001120140008","정상"
"133","유한약국","서울특별시 강남구 논현동 159-23번지 ","서울특별시 강남구 강남대로122길 47 (논현동)","20141215","운영중","","","","","0","","","","동물약국","02-547-1696","202360.30756600000  ","445499.90386200000  ","322000001120140009","정상"
"134","삼성제일약국","서울특별시 강남구 일원동 644-4번지 ","","20040310","운영중","","","","","508.8","","","","동물약국","02-459-5511","207691.131925       ","443241.860422       ","322000001120040001","정상"
"135","청실약국","서울특별시 강남구 대치동 626번지 청실상가 113호 ","","20040331","운영중","","","","","0","","","","동물약국","02-568-3597","205154.638097       ","443439.981645       ","322000001120040006","정상"
"136","동인프라자약국","서울특별시 강남구 수서동 713번지 현대벤쳐빌 117번지 3호 ","","20040406","운영중","","","","","0","","","","동물약국","02-3411-3388","208937.760652       ","442873.58804        ","322000001120040008","정상"
"137","세이지약국","","서울특별시 서대문구 이화여대길 52 ECC동 B404호 (대현동)","20150526","운영중","","","","","0","","","","동물약국","362-6582","195608.06902200000  ","451880.90398000000  ","312000001120150002","정상"
"138","스마일약국","서울특별시 강동구 고덕동 210-5번지 ","서울특별시 강동구 고덕로 391 (고덕동)","20150407","운영중","","","","","0","","","","동물약국","24421008","214930.60933800000  ","450868.91505600000  ","324000001120150002","정상"
"139","송도약국","서울특별시 강북구 수유동 191-23번지 ","서울특별시 강북구 도봉로 343 (수유동)","20150318","운영중","","","","","","","","","동물약국","02-907-4551","202270.67049700000  ","459877.06123200000  ","308000001120150001","정상"
"140","숲약국","","서울특별시 송파구 석촌호수로 68 (잠실동)","20150917","운영중","","","","","","","","","동물약국","02-2299-9199","207577.60728500000  ","445642.60978900000  ","323000001120150008","정상"
"141","건강한우리약국","서울특별시 양천구 신월동 992-3번지 효성빌딩 1층 102호 ","서울특별시 양천구 지양로 22 (신월동 효성빌딩 1층 102호)","20150715","운영중","","","","","","","","","동물약국","2693-3137","185630.86984500000  ","446584.46086600000  ","314000001120150006","정상"
"142","옵티마상원약국","서울특별시 마포구 망원동 378-2번지 ","서울특별시 마포구 월드컵로 75 1층 (망원동)","20150731","운영중","","","","","","","","","동물약국","02 322 8900","192061.28333600000  ","450682.40502400000  ","313000001120150007","정상"
"143","신중앙약국","서울특별시 동작구 흑석동 183-42번지 1층 2층 ","서울특별시 동작구 흑석로 103 12층 (흑석동)","20150825","운영중","","","","","90.92","","","","동물약국","02-822-0443","196536.53003200000  ","445377.57956000000  ","319000001120150005","정상"
"144","암사역동물약국","","서울특별시 강동구 상암로 44 101호 (천호동 유정빌딩)","20150826","운영중","","","","","0","","","","동물약국","02-488-6763","211337.38496100000  ","450021.91069900000  ","324000001120150005","정상"
"145","수도약국","","서울특별시 종로구 인사동길 40-03146 (관훈동)","20150824","운영중","","","","","0","","","","동물약국","02-732-3336","","","300000001120150002","정상"
"146","드림팜약국","","서울특별시 강동구 아리수로93길 27 (강일동 강일타워)","20150914","운영중","","","","","0","","","","동물약국","","215356.30665400000  ","451801.61609900000  ","324000001120150007","정상"
"147","동남약국","서울특별시 종로구 종로3가 123-2번지 ","서울특별시 종로구 종로 124 (종로3가)","20160122","운영중","","","","","0","","","","동물약국","02-2273-3233","199229.79938500000  ","452287.43541200000  ","300000001120160001","정상"
"148","민들레약국","서울특별시 은평구 응암동 598-26번지 ","서울특별시 은평구 응암로 179 (응암동)","20160511","운영중","","","","","","","","","동물약국","02-376-8552","192614.92831900000  ","454280.53445900000  ","311000001120160003","정상"
"149","굿약국","서울특별시 서초구 서초동 1306-4번지 강남지웰타워2 103호","서울특별시 서초구 서초대로77길 24 103호 (서초동 강남 지웰타워2)","20160509","운영중","","","","","0","","","","동물약국","02-535-8233","202298.34717400000  ","444506.76367400000  ","321000001120160005","정상"
"150","홈케어 하나약국","서울특별시 서대문구 홍제동 330-76번지 ","서울특별시 서대문구 통일로39가길 10-2 1층 (홍제동)","20160604","운영중","","","","","","","","","동물약국","02-395-3185","195022.11683500000  ","454340.08364400000  ","312000001120160004","정상"
"151","삼화약국","서울특별시 동대문구 청량리동 264번지 ","서울특별시 동대문구 왕산로 207 (청량리동)","20160601","운영중","","","","","","","","","동물약국","02-962-5324","204043.56227100000  ","453479.80758600000  ","305000001120160003","정상"
"152","햇살약국","","서울특별시 송파구 위례성대로20길 31 1층 (오금동)","20160525","운영중","","","","","","","","","동물약국","02-406-5258","211248.94448200000  ","445476.86245900000  ","323000001120160007","정상"
